lineID	SPEAKER	ENGLISH
			
7593	objMask	J'espère qu'on se reverra,	
7594	objMask	Dans un lieu où la DANSE nous appelle.	
7595	objMask_meet	Est-ce que tu as besoin que je t'explique comment danser?	
7596	objBard	Non merci.	
7597	objBard	Oui!	
7598	objMask	Emporte ce savoir dans ton voyage.	
7599	objMask	Montre au monde| la danse qui vit à l'intérieur de toi...	
7600	objMask_meet	Je peux t'expliquer comment danser,| si tu veux.	
7601	objBard	Ça i|ra.	
7602	objBard	Oui s'il te plait!	
			
7603	objMask	Hmmm...	
7604	objMask	Je ne sais pas comment dire ça...	
7605	objMask	Mais| on dirait...	
7606	objMask	Que tu as|| bloqué ton chemin vers la |DANSE.	
7607	objMask	Dans ton esprit,| il y a un endroit spécial...	
7608	objMask	Appelé le "Menu des Contrôles."	
7609	objMask	Je pense que tu devrais rendre visite à ce lieu.	
			
7610	objMask	Très bien.	
7611	objMask	Je voudrais que tu fermes les yeux,	
7612	objMask	Et que tu imagines quelque chose appelé...	
7613	objMask	une manette DUALSHOCK^4 sans-fil
7614	objMask	Et que tu imagines quelque chose appelé|| une "Manette"	
7615	objMask	{/font}...Est-ce que tu la vois?	
7616	objMask	En utilisant ça,	
7617	objMask	{/font}Tu dois maintenir quelque chose appelé le "{data_dancebutton}" pour |DANSER.	
7618	objMask	Sur cette "Manette"...	
7619	objMask	Tu dois maintenir quelque chose appelé le "bouton {data_dancebutton}" pour |DANSER.	
7620	objMask	Ensuite,| pendant que tu danses,	
7621	objMask	Utilise "{data_triggerbuttons}" pour changer de danse.	
7622	objMask	Je voudrais que tu fermes les yeux,	
7623	objMask	Et que tu imagines quelque chose appelé|| un "Clavier"	
7624	objMask	...Est-ce que tu le vois?	
7625	objMask	Sur ce "Clavier"...	
7626	objMask	Tu dois maintenir quelque chose appelé la "touche {data_dancebutton}" pour |DANSER.	
7627	objMask	Ensuite,| pendant que tu danses,	
7628	objMask	Utilise E,| R,| X| ou C|| pour changer de danse.	
7629	objMask	Tu peux également chanter en même temps.	
7630	objMask	Il y a même des danses que tu peux faire pendant que tu te déplaces.	
7631	objMask	N'aie pas peur de t'exprimer,| voyageur.	
			
7632	objMask	Très bien.	
7633	objMask	Ce savoir vit déjà au fond de toi.	
			
7886	objMask	Hey salut,| voyageur	
7887	objMask	Marrant de te voir ici	
7888	objBard	Oh!...|| Hey!	
7889	objMask	Tu te prépares pour chanter au concert ici en ville?	
7890	objBard	Je,|| euh,||| peut-être?	
7891	objMask	C'est cool.	
7892	objMask	J'ai hâte de t'y voir.	
7893	objMask	Mmm...	
7894	objMask	J'ai une grosse envie de bonbons,| voyageur.	
7895	objMask	Parfois,| faire un p'tit truc sympa pour soi...	
7896	objMask	Est une des choses les plus enrichissantes qu'on puisse faire.	
7897	objMask	Je me demande si on vend des bonbons dans cette ville.	
7898	objMask	Je vais continuer d'aller là où le vent me porte...	
7899	objMask	Ça fait du bien,| de vagabonder aussi librement.	
7900	objMask	Je me demande où j'atterrirai la prochaine fois.	
			
7808	objMask	Hey hey hey salut,| voyageur.	
7809	objMask	Tu bouges bien.	
			
7810	objMask_meet	Tu veux r'monter en haut?	
7811	objBard	Nah.	
7812	objBard	Oui car|ré|ment!	
7813	objMask	Cool.	
7814	objMask	J'ai erré dans ces océans.	
7815	objMask	Il y a quelque chose de beau dans le fait de se perdre...	
7816	objMask	J'aime ne pas savoir où je suis.	
7817	objMask	Mais il y a cette île en particulier...	
7818	objMask	Bon...| peut-être que je vais pas trop en dire.	
7819	objMask	Certaines choses sont meilleures découvertes par soi-même.	
7820	objMask	Cool.	
			
7798	objMask	J'ai erré dans ces océans.	
7799	objMask	Et il y a cette ile que j'ai trouvé...	
7800	objMask	Il y a quelque chose de beau dans le fait de se perdre...	
7801	objMask	J'aime ne pas savoir où je suis.	
7804	objMask	Mais il y a cette île en particulier...		
7805	objMask	Bon...| peut-être que je vais pas trop en dire.	
7806	objMask	Certaines choses sont meilleures découvertes par soi-même.
7807	objMask	Bref...	
			
7763	objMask	Eh bien hey salut, voyageur	
7764	objMask	Ça faisait longtemps...	
7765	objBard	Qu'est-ce que tu fais là?	
7766	objMask	...|||Hmm...	
7767	objMask	|Je ne sais pas...	
7770	objMask	Les temps sont durs ici...	
7771	objMask	On peut ressentir la tristesse dans l'air.	
7772	objMask	Mais moi...| je reste frais.	
7773	objMask	|||Heh...|||#t'as compris?	
7774	objMask	Frais?	
7775	objMask	...|c'est parce qu'il fait froid.	
7776	objMask	Ça doit vraiment pas aller,| voyageur	
7777	objBard	Ouais,| c'est plutôt drôle.	
7778	objMask	Le temps c'est fou, pas vrai?	
7779	objMask	Parfois ça avance super vite...	
7780	objMask	Parfois ça s'éternise.	
7781	objMask	On dit que le temps n'existe pas,| tu sais?	
7782	objMask	Mais c'est difficile de pas se sentir anxieux quand tu vois l'horloge tourner.	
7783	objMask	Je sens qu'on est ammenés à se recroiser...	
7784	objMask	J'espère que tu trouveras la paix intérieure,| d'ici la prochaine fois qu'on se croise	
7785	objMask	Peut-être que je te retrouverais plus loin sur la route.	
7786	objMask	Je trouve que c'est vivifiant de bouger tôt dans la journée.	
7787	objMask	Qu'est-ce que t'en penses,| voyageur?	
7788	objMask	Je connais un endroit spécial,| dans la forêt, après le télescope...	
7789	objMask	Et si tu y es pile quand le soleil se lève à 7H du mat'...	
7790	objMask	Eh bien...|| peut-être que je ne devrais rien dire.	
7791	objMask	Tu devrais découvrir ça par toi même.	
			
7792	objBard	Hey...	
7793	objBard	{wiggle}Tu{/wiggle}| travaille pas...	
7794	objBard	Tu veux m'aider à renverser l'usine?	
7795	objMask	Nah	
7796	objMask	C'est pas mon truc	
7797	objMask	Mais merci d'avoir pensé à moi,| heh...	
			
7739	objMask	Oh hey salut,| voyageur.	
7740	objBard	Encore toi!	
7741	objBard	Qu'est-ce que tu fais ici?	
7742	objMask	Moi?|| Je prends le soleil...	
7743	objMask	Le soleil c'est bon pour la santé,| voyageur.	
7744	objMask	C'est si chaud, si agréable...	
7745	objMask	Ça te fait sentir |bien,| t'sais?	
7746	objMask	Il y a des millions de milliards de milliards de soleils comme le nôtre.	
7747	objMask	Mais le nôtre nous est spécial,| car il nous a donné la vie.	
7748	objMask	Et il en donne encore plus chaque jour.	
7749	objMask	Il donne encore et encore et encore...	
7750	objMask	On est tellement chanceux de l'avoir.	
7751	objMask	Nous les humains on est pas comme le soleil.	
7752	objMask	Parfois on donne,| et parfois on doit prendre,| aussi.	
7755	objMask	Quand on se sent perdu,| ou triste...	
7756	objMask	Je pense que le soleil est là pour nous rappeler que tout n'est pas si mal.	
7757	objMask	Et il est toujours là,| à nous le rappeler.	
7758	objMask	Même quand on ne le voit pas à travers les nuages.	
7759	objMask	J'ai trouvé un endroit parfait pour profiter du soleil...	
7760	objMask	Un endroit en hauteur dans le désert,| loin d'ici...	
7761	objMask	Si tu le trouves...|| eh bien,| je ne devrais rien dire.	
7762	objMask	C'est mieux que tu découvres par toi même.	
			
7712	objMask	Whoa...|| hey salut,| voyageur.	
7713	objMask	Je m'attendais pas à te voir ici.	
7714	objBard	Euh...	
7715	objMask	Il n'y a aucun autre endroit comme Mohabumi,| pas vrai?	
7716	objMask	C'est rempli de secrets...	
7717	objMask	Je pense que c'est important,| voyageur.	
7718	objMask	Le monde a besoin de mystères.	
7719	objBard	Comment|| t'es arrivé là??	
7720	objMask	La vérité c'est que...	
7721	objMask	On ne peut jamais s'assurer de la vérité.	
7722	objMask	Certaines questions sont bien trop grandes.	
7723	objMask	Et parfois la question est bien plus importante que la réponse.	
7724	objMask	Tu trouves pas?	
7725	objMask	Un vrai mystère peut nous y faire penser.	
7726	objMask	Même un truc mondain.	
7727	objMask	Ne cherche pas les réponses,| voyageur.	
7728	objMask	Les réponses ne valent pas grand-chose.	
7729	objMask	Les réponses changent tout le temps.	
7730	objMask	Ce qui est vrai aujourd'hui ne le sera sans doute pas demain.	
7731	objMask	Et parfois,	
7732	objMask	Ce que tu ressens est plus important que ce que tu sais.	
7733	objMask	Tu dois chercher...| les questions.	
7734	objMask	Mohabumi a beaucoup de coins sympas.	
7735	objMask	Certains ne sont même pas indiqués sur la carte.	
7736	objMask	J'ai trouvé un petit coin plutôt spécial...	
7737	objMask	Et si tu le trouves...|| eh bien,| je ne vais rien dire.	
7738	objMask	Certaines choses sont meilleures découvertes par soi-même.	
			
7666	objMask	Hey salut,| voyageur.	
7667	objMask	Tu vas gravir cette montagne?	
7668	objMask	J'aime bien trainer avec ces moines...	
7669	objMask	Mais...|| je vais peut-être essayer de grimper,| moi aussi.	
7670	objMask	Peut-être que j'te retrouverais en haut.	
7671	objMask	On dirait que les choses empirent de jours en jours.	
7672	objMask	Est-ce que t'as peur de la fin du monde?	
7673	objBard	|||Ouais...	
7674	objMask	Pour te dire la vérité,| moi aussi...	
7675	objMask	C'est difficile de pas avoir peur	
7676	objMask	Surtout sur des choses où on a aucun contrôle.	
7677	objMask	Bien sûr...|| si tu n'as aucun contrôle...	
7678	objMask	Ça sert à rien d'avoir peur,| pas vrai?	
7679	objMask	Mais le truc effrayant c'est,	
7680	objMask	Et si t'avais le contrôle,| et que tu ne faisais rien du tout?	
7681	objMask	Je pense qu'on est connectés,| voyageur.	
7682	objMask	Partout où je vais,| je te retrouve.	
7683	objMask	C'est pas rien.	
7684	objMask	T'as jamais remarqué comment parfois,	
7685	objMask	Plusieurs personnes vont avoir la même idée au même moment?	
7687	objMask	Est-ce que t'as déjà ressenti ça quand quelqu'un partage ses pensées?	
7688	objMask	Genre,| "Oh,| je pensais aussi à ça!"	
7689	objMask	C'est comme ça,| voyageur.	
7690	objMask	On est tous connectés par des liens visibles et invisibles.	
7691	objMask	Et je pense que le monde entier pense ensemble,	
7692	objMask	Même quand on ne le sait pas.	
7693	objMask	Je ne crois pas aux coincidences.	
7698	objMask	Toutes les grandes choses dans cet univers...	
7699	objMask	Ne sont que plusieurs petites choses mises ensembles.	
7700	objMask	Et ces petites choses sont faites d'encore plus petites choses.	
7701	objMask	C'est impossible de tout comprendre...	
7702	objMask	Mais pour comprendre quelque chose de gigantesque,	
7703	objMask	Tu dois d'abord comprendre les petites choses qui le compose	
7704	objMask	Le truc fou c'est que...	
7705	objMask	L'univers entier n'est qu'un gros tout.	
7706	objMask	Composé de plusieurs petits choses ensembles.	
7707	objMask	Et c'est pour ça que...	
7708	objMask	Même le plus petit,| le plus minuscule des trucs,	
7710	objMask	Comme le sentiment quand quelqu'un te dit "Je t'aime",	
7711	objMask	Peut en dire beaucoup sur tout l'univers.	
			
7634	objMask	Hey salut,| voyageur...	
7635	objMask	Je ne suis pas surpris de te voir ici.	
7636	objMask	On a parcouru le monde entier ensemble.	
7637	objMask	Ce fut une grande aventure pour moi.	
7638	objMask	Je pari que c'est le cas pour toi aussi.	
7639	objMask	Mais un jour l'aventure doit prendre fin,| pas vrai...	
7640	objMask	Tout fini par prendre fin| un jour.	
7641	objMask	Je suis ravi de partager cette connexion avec toi,| voyageur.	
7642	objMask	Nous nous sommes croisés que brièvement,	
7643	objMask	Ici et là...	
7644	objMask	Mais je pense que ça a fait toute la différence.	
7645	objMask	C'est incroyable,| pas vrai?	
7646	objMask	Même les plus petites choses qu'on puisse faire,	
7647	objMask	Peuvent avoir des répercutions...	
7648	objMask	Qui changent les gens autour de nous...	
7649	objMask	Et tout les gens autour d'eux,	
7650	objMask	Et tout le monde entier.	
7651	objMask	On doit juste faire un bon impact.	
7652	objMask	Et le monde entier deviendrait un peu meilleur.	
7653	objMask	Quand je suis parti à l'aventure,	
7654	objMask	Je pensais que rien n'avait d'importance.	
7655	objMask	Et puis,| j'ai commencé à me dire,	
7656	objMask	Que peut-être|| tout avait de l'importance.	
7657	objMask	Maintenant,| je saurais pas vraiment dire lequel est vrai.	
7661	objMask	Mais je sais qu'un d'eux l'est.	
7662	objMask	Et que c'est plus ou moins la même chose...	
7663	objMask	Mais en même temps pas vraiment.	
7664	objMask	Je suppose, que répondre à ça...	
7665	objMask	C'est vraiment la plus grande des questions qu'il y ait.	
			
9432	objMiriam	{shake}SOUPIR.{/shake}	
9433	objMiriam	Est-ce que| {wiggle}t'es{/wiggle}| d'ici?
9434	objBard	Ouais!	
9435	objMiriam	Est-ce que| {wiggle}tu{/wiggle}| connais l'Hymne du Régent?	
9436	objBard	Quoi?	
9437	objMiriam	{shake}Laisse tomber{/shake}	
9438	objMiriam	Je te jure,| cette ville...	
9439	objMiriam	Il suffit de quelques fantômes pour que tout le monde devienne {shake}inutile{/shake}!!!	
9440	objMiriam	J'ai pas le temps de te parler.|| C'est la fin du monde!!!	
9441	objBard	!	
9442	objBard	Attends| ça me dit un truc...	
9443	objBard	C'est vraiment la fin du monde??	
9445	objMiriam	Tuh	
9446	objMiriam	Oui?	
9447	objMiriam	Mais t'inquiète	
9448	objMiriam	Je suis sur le coup	
9449	objMiriam	Enfin, je devrais l'être...	
9450	objMiriam	{shake .5}SI QUELQU'UN POUVAIT ME DONNER CE |{shake 1}F|I|C|H|U||{shake .5} HYMNE DU RÉGENT!!!	
9451	objBard	C'est quoi un Hymne du Régent??	
9452	objMiriam	J'ai pas le temps de t'expliquer	
9453	objMiriam	Non	
9454	objMiriam	Laisse-moi tranquille	
			
9468	objMiriam	{shake}{speed 1.5}TU VEUX BIEN ARRÊTER DE CHANTER OUI!	
9469	objMiriam	{shake}{speed 1.5}SÉRIEUX!!!|| BOUCLE-LA!!	
9470	objMiriam	{shake}{speed 1.5}.......	
9471	objMiriam	{shake}{speed 1.5}.......	
9472	objMiriam	{shake.6}{wiggle}{speed 1.5}UUUUuuuuuuuughhhhh	
9473	objMiriam	{shake}{speed 1.5}OK!!!|| J'AI COMPRIS!!!	
			
2	objAct4bench	Je pourrais passer un peu de temps ici...	
3	objBard	Ou pas.	
4	objBard	2 heures	
5	objBard	4 heures
6	objBard	6 heures
7	objBard	8 heures	
8	objBard	10 heures	
9	objBard	12 heures	
10	objBard	14 heures	
			
25	objAngel	{angel}Hey p'tit b	
26	objAngel	{angel}Ça te va si je t'appelle comme ça?	
27	objAngel	P'tit b?	
28	objAngel	Toujours fâché hein	
29	objBard	{}Tu m'as menti	
33	objBard	{}Tu disais que je pouvais sauver le monde
34	objBard	{}Mais t'as jamais cru en moi	
39	objBard	{}Et le Chant de la Terre ne marche même pas	
41	objAngel	{angel}Ça |POURRAIT| marcher!	
42	objAngel	{angel}Mais ça n'a juste|| jamais été le cas	
43	objAngel	L'apprendre, c'est bien plus que parcourir le monde à collecter des trucs
44	objAngel	C'est quelque chose de| complètement spirituel
45	objAngel	Genre l'entièreté du monde en harmonie 	
46	objAngel	Et cette partie est super dure	
47	objAngel	Ça devient déprimant
48	objAngel	De voir des gens essayer et échouer de sauver leur monde
49	objAngel	J'ai déjà vu ça |tellement| de fois	
50	objBard	{}Pourquoi tu t'en soucis même?
51	objAngel	{angel}Parce que je t'aime bien	
53	objAngel	Et même si je pensais pas que tu pouvais le faire	
54	objAngel	Tu m'as prouvé le contraire
55	objAngel	T'es spécial,| p'tit b	
56	objAngel	J'ai pas fini de croire en toi!	
59	objAngel	{angel}Même {shake .5}si{/shake}| c'est Audrey le Héros...	
61	objBard	{}{size .7}Je crois pas avoir envie de la revoir...	
63	objAngel	{angel}Ouais elle est p'tête un peu intense	
64	objAngel	Mais |en vrai| elle est vraiment cool!	
65	objAngel	Si vous deux trainiez plus souvent ensemble...	
66	objAngel	Je suis sûre que tu l'adorerais	
68	objAngel	{angel}Fais-moi confiance
69	objAngel	Ok| je vais retourner la voir	
70	objAngel	Pourquoi tu sortirais pas de ton lit pour commencer?	
72	objAngel	Ne| baisse |pas les bras,| p'tit b	
73	objAngel	0	
			
11	objMiles	Bien le bonjour!	
12	objMiles	Comment vas-tu aujourd'hui,| l'ami?	
13	objBard	...	
14	objMiles	Ha ha!	
15	objMiles	Eh bien,| content que tu me le demandes!	
16	objMiles	Je suis Gamin Bonheur,| le nouveau jouet sensationnel!	
17	objMiles	La dernière et meilleure création de Mr. Baron...	
18	objMiles	Produite dans l'usine aux sourires,| l'Usine à Bonheur!	
19	objMiles	Si t'as un Gamin Bonheur,| t'auras un ami||| tout comme moi!	
20	objMiles	Tu ne sais pas ce qu'est le bonheur| tant que tu ne connais pas Gamin Bonheur!	
21	objMiles	Achète {shake .5}|TON|{/shake} bonheur dès aujourd'hui,| dans nos magasins participants!	
22	objBard	...	
23	objMiles	Ha ha!	
24	objMiles	Passe une super bonne journée,| l'ami!	
			
258	objQueen	{whisper}{size 1.1}Je n'arrive pas à croire que vous soyez vraiment venu...	
259	objQueen	Même au beau milieu de cette crise...	
260	objQueen	Votre passion pour la guerre est-elle si profonde?	
261	objKing	{/whisper}Oh,| {wiggle}épargnez{/wiggle}-moi.	
262	objKing	Vous aussi vous êtes venue.	
263	objKing	Ne faites pas comme si vous étiez meilleurs que nous.	
			
264	objQueen	{whisper}{size 1.2}Nous pensions que vous seriez plus nombreux...	
265	objKing	{/whisper}Nous sommes déjà bien occupés.	
266	objKing	Il y a une invasion de monstres géants.	
267	objKing	Vous l'avez peut-être remarquée.	
268	objQueen	{whisper}C'est également notre fardeau...	
			
273	objQueen	{whisper}Je ne peux même pas concevoir un tel agissement...	
274	objQueen	Nous attaquer durant un tel désastre...	
275	objQueen	Barbares...	
276	objKing	{}Non,|| nous sommes venus car nous savions que |{wiggle}vous{/wiggle}| viendriez.	
277	objKing	Nous avons beaucoup de soucis en ce moment.	
278	objKing	La dernière chose qu'on ait besoin...	
279	objKing	C'est un tas de |{wiggle}sorcières lunatiques{/wiggle}| qui viennent aussi nous attaquer!	
280	objBard	{shake}ATTENDEZ!!!	
281	objBard	Arrêtez de vous battre!!!	
282	objBard	{/shake}Qu'est-ce qui se passe???	
283	objVivian	{shake}BOSS!!!	(SECRET) SKIP BRANCH--it's possible to skip meeting these characters, so the rest of this conversation doesn't go the same. Jumps instead to line 310 below.
284	objSandra	{}Tu viens d'où???	
285	objSandra	Tu devrais pas être là...	
287	objKing	Hey...	
288	objKing	Tu serais pas ce paysan...	
289	objKing	Que j'ai jeté en prison??	
290	objBard	{shake .5}Euh!...{/shake}	
291	objQueen	{whisper}Vous connaissez ce vaurien?	
292	objQueen	Il s'est ligué contre moi avec ma fille...	
293	objQueen	Ma fille qui a péri dans |{shake}{quake}VOTRE{/shake}| royaume...	
294	objKing	{}Nous n'avions |{shake .5}rien{/shake}| à voir avec ça!	
295	objKing	Mais vous avez retourné le Héros contre nous avec vos mensonges...	
296	objKing	Nous laissant seuls face aux monstres!	
297	objQueen	{whisper}Comment osez-vous me parler à moi de |{shake .5}mensonges...{/shake}!	
298	objQueen	Vous autres qui aimez tant vos animaux immondes...	
299	objQueen	Peut-être que vous |méritez| de vivre avec les monstres!	
300	objKing	{}Alors vous les |{quake}{shake .5}AVEZ VRAIMENT{/shake}| lâchés sur nous!	
305	objQueen	{whisper}Comment |{shake}OSEZ{/shake}| vous!	
307	objQueen	Seul un être vil comme vous penserais à faire une telle chose...	
308	objKing	{}Vous pensez |{shake .5}que nous{/shake}| sommes les villains?	
309	objKing	Madame,|| vous feriez mieux de vous regarder dans un miroir....	
			
310	objQueen	{whisper}Vous n'avez rien à faire ici,| vaurien!	
311	objKing	Va t'en!	
312	objBard	Euh!...	
313	objMiriam	{shake}{name}!!!	
314	objMiriam	Par ici...	
			
110	objBard	{size 2.25}D'est en ou|est	
111	objBard	nos voix s'é|lèvent	
112	objBard	en un seul et u|nique
113	objBard	flux ra|pide	
114	objBard	Nous sou|ffrons tous	
115	objBard	nos coeurs s'em|bra|sant	
116	objBard	d'un be|soin ar|dent	
117	objBard	que cette guerre cesse	
118	objBard	Si nous ré|u|ni|ssons nos voix
119	objBard	a|lors notre choix est clair...	
120	objBard	Et ce_n'est pas ça	
121	objBard	Nous ne pou|vons plus to|lé|rer	
122	objBard	la pour|suite de cette guerre...	
123	objBard	Ça nous blesse tous
124	objBard	Mal|gré nos peurs...	
125	objBard	Et nos dé|fauts	
126	objBard	Rien ne mé|rite cette sou|ffrance	
127	objBard	de nuit comme de jour	
128	objBard	On a qu'un monde	
129	objBard	et le même be|soin	
130	objBard	de vivre en paix	
